Identyfikator Produktu (ID)|Indeks produktu|Atrybut (Nazwa:Typ:Pozycja)*|Wartość (Wartość:Pozycja)*|Identyfikator dostawcy|Indeks|kod EAN13|Kod kreskowy UPC|MPN|Koszt własny|Wpływ na cenę|Podatek ekologiczny|Ilość|Minimalna ilość|Niski poziom produktów w magazynie|Wyślij do mnie e-mail, gdy ilość jest poniżej tego poziomu|Wpływ na wagę|Domyślny (0 = Nie, 1 = Tak)|Data dostępności kombinacji|Wybierz z pośród zdjęć produktów wg pozycji (1,2,3...)|Adresy URL zdjęcia (x,y,z...)|Tekst alternatywny dla zdjęć (x,y,z...)|ID / Nazwa sklepu|Zaawansowane zarządzanie magazynem|Zależny od stanu magazynowego|Magazyn
1|1|Gwarancja:select:0|1:0||1-1|4892210199096||||0.00|0|500|1||0|0|1||1|||0|0|0|0
1|1|Gwarancja:select:0|2:0||1-2|4892210199096||||399.80|0|500|1||0|0|0||1|||0|0|0|0
1|1|Gwarancja:select:0|3:0||1-3|4892210199096||||699.65|0|500|1||0|0|0||1|||0|0|0|0
2|2|Gwarancja:select:0|1:0||2-1|3276007157215||||0.00|0|500|1||0|0|1||1|||0|0|0|0
2|2|Gwarancja:select:0|2:0||2-2|3276007157215||||155.80|0|500|1||0|0|0||1|||0|0|0|0
2|2|Gwarancja:select:0|3:0||2-3|3276007157215||||272.65|0|500|1||0|0|0||1|||0|0|0|0
3|3|Gwarancja:select:0|1:0||3-1|3276000660040||||0.00|0|500|1||0|0|1||1|||0|0|0|0
3|3|Gwarancja:select:0|2:0||3-2|3276000660040||||89.80|0|500|1||0|0|0||1|||0|0|0|0
3|3|Gwarancja:select:0|3:0||3-3|3276000660040||||157.15|0|500|1||0|0|0||1|||0|0|0|0
4|4|Gwarancja:select:0|1:0||4-1|3276000660064||||0.00|0|500|1||0|0|1||1|||0|0|0|0
4|4|Gwarancja:select:0|2:0||4-2|3276000660064||||139.80|0|500|1||0|0|0||1|||0|0|0|0
4|4|Gwarancja:select:0|3:0||4-3|3276000660064||||244.65|0|500|1||0|0|0||1|||0|0|0|0
5|5|Gwarancja:select:0|1:0||5-1|4250116838370||||0.00|0|500|1||0|0|1||1|||0|0|0|0
5|5|Gwarancja:select:0|2:0||5-2|4250116838370||||143.60|0|500|1||0|0|0||1|||0|0|0|0
5|5|Gwarancja:select:0|3:0||5-3|4250116838370||||251.30|0|500|1||0|0|0||1|||0|0|0|0
6|6|Gwarancja:select:0|1:0||6-1|4054278543307||||0.00|0|500|1||0|0|1||1|||0|0|0|0
6|6|Gwarancja:select:0|2:0||6-2|4054278543307||||299.80|0|500|1||0|0|0||1|||0|0|0|0
6|6|Gwarancja:select:0|3:0||6-3|4054278543307||||524.65|0|500|1||0|0|0||1|||0|0|0|0
7|7|Gwarancja:select:0|1:0||7-1|4054278546988||||0.00|0|500|1||0|0|1||1|||0|0|0|0
7|7|Gwarancja:select:0|2:0||7-2|4054278546988||||399.80|0|500|1||0|0|0||1|||0|0|0|0
7|7|Gwarancja:select:0|3:0||7-3|4054278546988||||699.65|0|500|1||0|0|0||1|||0|0|0|0
8|8|Gwarancja:select:0|1:0||8-1|6924328316800||||0.00|0|500|1||0|0|1||1|||0|0|0|0
8|8|Gwarancja:select:0|2:0||8-2|6924328316800||||237.60|0|500|1||0|0|0||1|||0|0|0|0
8|8|Gwarancja:select:0|3:0||8-3|6924328316800||||415.80|0|500|1||0|0|0||1|||0|0|0|0
9|9|Gwarancja:select:0|1:0||9-1|4892210182777||||0.00|0|500|1||0|0|1||1|||0|0|0|0
9|9|Gwarancja:select:0|2:0||9-2|4892210182777||||237.60|0|500|1||0|0|0||1|||0|0|0|0
9|9|Gwarancja:select:0|3:0||9-3|4892210182777||||415.80|0|500|1||0|0|0||1|||0|0|0|0
10|10|Gwarancja:select:0|1:0||10-1|0088381891172||||0.00|0|500|1||0|0|1||1|||0|0|0|0
10|10|Gwarancja:select:0|2:0||10-2|0088381891172||||197.60|0|500|1||0|0|0||1|||0|0|0|0
10|10|Gwarancja:select:0|3:0||10-3|0088381891172||||345.80|0|500|1||0|0|0||1|||0|0|0|0
11|11|Gwarancja:select:0|1:0||11-1|4892210171948||||0.00|0|500|1||0|0|1||1|||0|0|0|0
11|11|Gwarancja:select:0|2:0||11-2|4892210171948||||137.60|0|500|1||0|0|0||1|||0|0|0|0
11|11|Gwarancja:select:0|3:0||11-3|4892210171948||||240.80|0|500|1||0|0|0||1|||0|0|0|0
12|12|Gwarancja:select:0|1:0||12-1|3276000429975||||0.00|0|500|1||0|0|1||1|||0|0|0|0
12|12|Gwarancja:select:0|2:0||12-2|3276000429975||||129.80|0|500|1||0|0|0||1|||0|0|0|0
12|12|Gwarancja:select:0|3:0||12-3|3276000429975||||227.15|0|500|1||0|0|0||1|||0|0|0|0
13|13|Gwarancja:select:0|1:0||13-1|3276000429968||||0.00|0|500|1||0|0|1||1|||0|0|0|0
13|13|Gwarancja:select:0|2:0||13-2|3276000429968||||79.80|0|500|1||0|0|0||1|||0|0|0|0
13|13|Gwarancja:select:0|3:0||13-3|3276000429968||||139.65|0|500|1||0|0|0||1|||0|0|0|0
14|14|Gwarancja:select:0|1:0||14-1|3276007372793||||0.00|0|500|1||0|0|1||1|||0|0|0|0
14|14|Gwarancja:select:0|2:0||14-2|3276007372793||||79.80|0|500|1||0|0|0||1|||0|0|0|0
14|14|Gwarancja:select:0|3:0||14-3|3276007372793||||139.65|0|500|1||0|0|0||1|||0|0|0|0
15|15|Gwarancja:select:0|1:0||15-1|3276000429982||||0.00|0|500|1||0|0|1||1|||0|0|0|0
15|15|Gwarancja:select:0|2:0||15-2|3276000429982||||99.80|0|500|1||0|0|0||1|||0|0|0|0
15|15|Gwarancja:select:0|3:0||15-3|3276000429982||||174.65|0|500|1||0|0|0||1|||0|0|0|0
16|16|Gwarancja:select:0|1:0||16-1|5901694464640||||0.00|0|500|1||0|0|1||1|||0|0|0|0
16|16|Gwarancja:select:0|2:0||16-2|5901694464640||||49.80|0|500|1||0|0|0||1|||0|0|0|0
16|16|Gwarancja:select:0|3:0||16-3|5901694464640||||87.15|0|500|1||0|0|0||1|||0|0|0|0
17|17|Gwarancja:select:0|1:0||17-1|5902067855034||||0.00|0|500|1||0|0|1||1|||0|0|0|0
17|17|Gwarancja:select:0|2:0||17-2|5902067855034||||65.80|0|500|1||0|0|0||1|||0|0|0|0
17|17|Gwarancja:select:0|3:0||17-3|5902067855034||||115.15|0|500|1||0|0|0||1|||0|0|0|0
18|18|Gwarancja:select:0|1:0||18-1|5903357101725||||0.00|0|500|1||0|0|1||1|||0|0|0|0
18|18|Gwarancja:select:0|2:0||18-2|5903357101725||||59.80|0|500|1||0|0|0||1|||0|0|0|0
18|18|Gwarancja:select:0|3:0||18-3|5903357101725||||104.65|0|500|1||0|0|0||1|||0|0|0|0
19|19|Gwarancja:select:0|1:0||19-1|4892210199188||||0.00|0|500|1||0|0|1||1|||0|0|0|0
19|19|Gwarancja:select:0|2:0||19-2|4892210199188||||99.80|0|500|1||0|0|0||1|||0|0|0|0
19|19|Gwarancja:select:0|3:0||19-3|4892210199188||||174.65|0|500|1||0|0|0||1|||0|0|0|0
20|20|Gwarancja:select:0|1:0||20-1|4892210172839||||0.00|0|500|1||0|0|1||1|||0|0|0|0
20|20|Gwarancja:select:0|2:0||20-2|4892210172839||||157.60|0|500|1||0|0|0||1|||0|0|0|0
20|20|Gwarancja:select:0|3:0||20-3|4892210172839||||275.80|0|500|1||0|0|0||1|||0|0|0|0
21|21|Gwarancja:select:0|1:0||21-1|5901694464480||||0.00|0|500|1||0|0|1||1|||0|0|0|0
21|21|Gwarancja:select:0|2:0||21-2|5901694464480||||77.60|0|500|1||0|0|0||1|||0|0|0|0
21|21|Gwarancja:select:0|3:0||21-3|5901694464480||||135.80|0|500|1||0|0|0||1|||0|0|0|0
22|22|Gwarancja:select:0|1:0||22-1|5902067856413||||0.00|0|500|1||0|0|1||1|||0|0|0|0
22|22|Gwarancja:select:0|2:0||22-2|5902067856413||||139.80|0|500|1||0|0|0||1|||0|0|0|0
22|22|Gwarancja:select:0|3:0||22-3|5902067856413||||244.65|0|500|1||0|0|0||1|||0|0|0|0
23|23|Gwarancja:select:0|1:0||23-1|5903357107628||||0.00|0|500|1||0|0|1||1|||0|0|0|0
23|23|Gwarancja:select:0|2:0||23-2|5903357107628||||39.80|0|500|1||0|0|0||1|||0|0|0|0
23|23|Gwarancja:select:0|3:0||23-3|5903357107628||||69.65|0|500|1||0|0|0||1|||0|0|0|0
24|24|Gwarancja:select:0|1:0||24-1|5902490741737||||0.00|0|500|1||0|0|1||1|||0|0|0|0
24|24|Gwarancja:select:0|2:0||24-2|5902490741737||||191.80|0|500|1||0|0|0||1|||0|0|0|0
24|24|Gwarancja:select:0|3:0||24-3|5902490741737||||335.65|0|500|1||0|0|0||1|||0|0|0|0
25|25|Gwarancja:select:0|1:0||25-1|5903357107949||||0.00|0|500|1||0|0|1||1|||0|0|0|0
25|25|Gwarancja:select:0|2:0||25-2|5903357107949||||239.80|0|500|1||0|0|0||1|||0|0|0|0
25|25|Gwarancja:select:0|3:0||25-3|5903357107949||||419.65|0|500|1||0|0|0||1|||0|0|0|0
26|26|Gwarancja:select:0|1:0||26-1|3276000429906||||0.00|0|500|1||0|0|1||1|||0|0|0|0
26|26|Gwarancja:select:0|2:0||26-2|3276000429906||||679.80|0|500|1||0|0|0||1|||0|0|0|0
26|26|Gwarancja:select:0|3:0||26-3|3276000429906||||1189.65|0|500|1||0|0|0||1|||0|0|0|0
27|27|Gwarancja:select:0|1:0||27-1|3276000465270||||0.00|0|500|1||0|0|1||1|||0|0|0|0
