ID|Aktywny (0 lub 1)|Nazwa|Kategorie (x,y,z...)|Cena bez podatku. (netto)|ID reguły podatku|Koszt własny|W sprzedaży (0 lub 1)|Wartość rabatu|Procent rabatu|Rabat od dnia (rrrr-mm-dd)|Rabat do dnia (rrrr-mm-dd)|Indeks #|Kod dostawcy|Dostawca|Marka|kod EAN13|Kod kreskowy UPC|MPN|Podatek ekologiczny|Szerokość|Wysokość|Głębokość|Waga|Czas dostawy produktów dostępnych w magazynie:|Czas dostawy wyprzedanych produktów z możliwością rezerwacji:|Ilość|Minimalna ilość|Niski poziom produktów w magazynie|Wyślij do mnie e-mail, gdy ilość jest poniżej tego poziomu|Widoczność|Dodatkowe koszty przesyłki|Jednostka dla ceny za jednostkę|Cena za jednostkę|Podsumowanie|Opis|Tagi (x,y,z...)|Meta-tytuł|Słowa kluczowe meta|Opis meta|Przepisany URL|Etykieta, gdy w magazynie|Etykieta kiedy dozwolone ponowne zamówienie|Dostępne do zamówienia (0 = Nie, 1 = Tak)|Data dostępności produktu|Data wytworzenia produktu|Pokaż cenę (0 = Nie, 1 = Tak)|Adresy URL zdjęcia (x,y,z...)|Tekst alternatywny dla zdjęć (x,y,z...)|Usuń istniejące zdjęcia (0 = Nie, 1 = Tak)|Cecha(Nazwa:Wartość:Pozycja:Indywidualne)|Dostępne tylko online (0 = Nie, 1 = Tak)|Stan:|Konfigurowalny (0 = Nie, 1 = Tak)|Można wgrywać pliki (0 = Nie, 1 = Tak)|Pola tekstowe (0 = Nie, 1 = Tak)|Akcja kiedy brak na stanie|Wirtualny produkt (0 = No, 1 = Yes)|Adres URL pliku|Ilość dozwolonych pobrań|Data wygaśnięcia (rrrr-mm-dd)|Liczba dni|ID / Nazwa sklepu|Zaawansowane zarządzanie magazynem|Zależny od stanu magazynowego|Magazyn|Akcesoria (x,y,z...)|Cena zawiera podatek. (brutto)
|1|Kosiarka akumulatorowa Ryobi Max Power RLM36X41H50PG 36V 40cm|Kosiarki akumulatorowe||1||1||||||||RYOBI|4892210199096|||0|43|130|120|20.5|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Kosiarka 36V o szerokości koszenia 40 cm wyposażona w funkcję Power Assist. Funkcja Power Assist wspiera użytkownika w czasie koszenia na trudnym terenie. Funkcja Easy Edge umożliwia koszenie wzdłuż krawędzi. Jednopunktowa 5-cio pozycyjna możliwość regulacji koszenia w zakresie 20-70 mm. Kosz na trawę o pojemności 45l. W zestawie znajduje się 1x akumulator 5,0Ah i ładowarka.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-30|2022-10-30|1|https://static01.leroymerlin.pl/files/media/image/017/2879017/product/kosiarka-akumulatorowa-ryobi-max-power-rlm36x41h50pg-36v-40cm,large.jpg|Zdjęcie pozycji|1|Wyłącznik termiczny:Nie, chronione przez baterię$Zakres wysokości koszenia ( w cm ):Od 2 do 7 cm$Ilość poziomów regulacji wysokości koszenia:5$Rodzaj wyrzutu:2 w 1 - tylny i mielenie trawy$Materiał wykonania obudowy:Tworzywo sztuczne$Składany uchwyt:Tak|1|new|0|0|0|0|0|||||0|0|0|0||1999
|1|Kosiarka akumulatorowa Sterwins Solo 40V 42cm|Kosiarki akumulatorowe||1||1||||||||STERWINS|3276007157215|||0|47,4|34.5|77.0|14.000|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Kosiarka akumulatorowa Sterwins jest idealnie sprawdzi się na obszarach o powierzchni do 600m². Silnik automatycznie dostosowuje poziom mocy do rodzaju koszonego trawnika. Szerokość cięcia 42 cm oraz opcja „Cutating edge” zapewniają proste cięcie i równo wyznaczają krawędzie. Dzięki centralnej regulacji wysokości koszenia możesz dostosować kosiarkę do swoich potrzeb. Posiada w 6 pozycji koszenia w zakresie od 2,5 do 7,5 cm. Kierownica o regulowanej wysokości „Easy Bag” ułatwia wyjmowanie kosza o pojemności 50 l na trawę. Posiada wskaźnik napełnienia oraz dodatkowy uchwyt ułatwiający opróżnianie kosza. Jego tekstylna część jest wytrzymała i oszczędza miejsce podczas przechowywania. Kosiarka Sterwins jest lekka - waży 13kg i łatwy do przenoszenia dzięki uchwytom na silniku i koszu na trawę. Przechowywanie kosiarki jest zoptymalizowane: można trzymać ją w pionie lub poziomie. Posiada gwarancję na 3 lata. Baterię i ładowarkę należy zakupić osobno. Będziesz potrzebować akumulatora UP40 (40V, 5Ah) i ładowarki 40V.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-30|2022-10-30|1|https://static02.leroymerlin.pl/files/media/image/323/2405323/product/kosiarka-akumulatorowa-sterwins-solo-40v-42cm,large.jpg|Zdjęcie pozycji|1|Zakres wysokości koszenia ( w cm ):Od 2.5 do 7.5 cm$Wyłącznik termiczny:Nie, chronione przez baterię$Ilość poziomów regulacji wysokości koszenia:6$Rekomendowana powierzchnia (w m²):600.0$Materiał wykonania obudowy:Polipropylen$Pojemność kosza (w l):50.0|1|new|0|0|0|0|0|||||0|0|0|0||779
|1|Kosiarka akumulatorowa Sterwins Solo 20V 33cm|Kosiarki akumulatorowe||1||1||||||||STERWINS|3276000660040|||0|38.5|33.0|61.5|9.510|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Kosiarka akumulatorowa 20V LM2-33P.1 STERWINS przeznaczona do powierzchni do 200 m2. Zaletą urządzenia jest wyprofilowany przód, co zapewnia łatwy dostęp w wąskich przestrzeniach oraz przy przeszkodach. Dodatkowo kosiarka posiada grzebienie boczne, które dokładnie koszą wzdłuż krawędzi chodnika, przy elewacji oraz wszelkiego rodzaju podmurówkach. Rączka posiada regulację wysokości na 2 pozycjach, a naturalna pozycja dłoni na piankowym uchwycie zapewnia optymalny komfort użytkowania. Kosiarkę wyposażono w kosz na trawę o pojemności 30 l z kontrolką napełnienia kosza, która sygnalizuje potrzebę jego opróżnienia. Silnik indukcyjny charakteryzuje się długą żywotnością i zapewnia wydajną pracę kosiarki. Urządzenie zasilane jest akumulatorami LEXMAN (brak w zestawie), które pasują do innych narzędzi z serii STERWINS UP DEXTER, dzięki czemu w razie potrzeby rozbudujesz warsztat o kolejne urządzenia tych marek.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-30|2022-10-30|1|https://static01.leroymerlin.pl/files/media/image/567/2103567/product/kosiarka-akumulatorowa-sterwins-solo-20v-33cm,large.jpg|Zdjęcie pozycji|1|Koła na łożyskach kulkowych:Tak, ułatwia przemieszczanie maszyny$Zakres wysokości koszenia ( w cm ):Od 2.5 do 7 cm$Ilość poziomów regulacji wysokości koszenia:4$Regulacja wysokości cięcia:Na każde koło$Rekomendowana powierzchnia (w m²):200.0|1|new|0|0|0|0|0|||||0|0|0|0||449
|1|Kosiarka akumulatorowa Sterwins Solo 40V 36cm|Kosiarki akumulatorowe||1||1||||||||STERWINS|3276000660064|||0|41.5|37.0|61.5|13.000|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Akumulatorowa wersja kosiarki STERWINS 360° LM2-36P.1 zapewnia pełną mobilność pracy bez uciążliwych kabli. Urządzenie akumulatorowe posiada wszystkie zalety narzędzia elektrycznego i spalinowego – cicha praca bez zanieczyszczania środowiska oraz bezprzewodowe zasilanie umożliwia swobodne przemieszczanie i koszenie w miejscach bez dostępu do sieci elektrycznej. Kosiarka charakteryzuje się doskonałą zwrotnością, za sprawą skrętnego kółka z przodu oraz dużym tylnym kołom. Rączka posiada regulację wysokości na 3 pozycjach, a naturalna pozycja dłoni na piankowym uchwycie zapewnia optymalny komfort użytkowania. Kosz na trawę o pojemności 35 l z kontrolką napełnienia kosza, która sygnalizuje potrzebę jego opróżnienia. Dostęp do pojemnika jest szybszy, a jego wyjmowanie łatwiejsze, dzięki odpowiedniemu kształtowi kierownicy. Silnik bezszczotkowy charakteryzuje się długą żywotnością i zapewnia wydajną pracę kosiarki. Urządzenie zasilane jest akumulatorem 40V 5 Ah LEXMAN (brak w zestawie), który pasuje do innych narzędzi akumulatorowych STERWINS, dzięki czemu w razie potrzeby możesz dokupić inne narzędzia takie jak pilarka czy kosa.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-30|2022-10-30|1|https://static02.leroymerlin.pl/files/media/image/549/2938549/product/kosiarka-akumulatorowa-sterwins-solo-40v-36cm,large.jpg|Zdjęcie pozycji|1|Użyteczne informacje:Idealna do płaskiego i lekko nierównego trawnika z przeszkodami do ominięcia.$Regulacja wysokości cięcia:Na wpół scentralizowana/uśredniona (przód i tył)$Zakres wysokości koszenia ( w cm ):Od 2.5 do 7.5 cm$Pojemność kosza (w l):35.0|1|new|0|0|0|0|0|||||0|0|0|0||699
|1|Kosiarka akumulatorowa Gardenx SF8A110-W4020Y + podkaszarka + nożyce|Kosiarki akumulatorowe||1||1||||||||GARDENX|4250116838370|||0|115|105|43|18|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-30|2022-10-30|1|https://static01.leroymerlin.pl/files/media/image/392/2397392/product/kosiarka-akumulatorowa-gardenx-sf8a110-w4020y-podkaszarka-nozyce,large.jpg|Zdjęcie pozycji|1|Zakres wysokości koszenia ( w cm ):Od 2.5 do 7.5 cm$Materiał wykonania kosza:Polipropylen i tkanina$Ilość poziomów regulacji wysokości koszenia:6$Materiał wykonania obudowy:Tworzywo sztuczne$Funkcja mielenia:Tak, zaślepka w zestawie$Rodzaj wyrzutu:Tylny|1|new|0|0|0|0|0|||||0|0|0|0||718
|1|Kosiarka akumulatorowa Kärcher LMO 18-33 Battery Set 18V 5Ah 33cm|Kosiarki akumulatorowe||1||1||||||||KARCHER|4054278543307|||0|37,1|99.2|125.1|13.5|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Zasilana bateryjnie kosiarka LMO 18-33 Battery Set jest gokartem wśród kosiarek. Jej niska masa i wyjątkowa zwrotność ułatwiają bezwysiłkowe koszenie trawników, również tych o bardziej skomplikowanych kształtach. Kosiarka posiada ostry stalowy nóż, który zapewnia schludnie przystrzyżony trawnik bez nierówności i poszarpanych krawędzi. Regulację wysokości koszenia w tym modelu można ustawić w zakresie czterech poziomów w zależności od potrzeb. System koszenia 2 w 1 pozwala na zbieranie pokosu do pojemnika, lub rozprowadzanie go po trawniku jako naturalnego nawozu, w tym celu należy zastosować dołączony klin mulczujący. Dzięki wskaźnikowi napełnienia zawsze wiadomo kiedy należy opróżnić kosz na ściętą trawę. Wygodny uchwyt gąbkowy i zastosowane włączniki po obu stronach rękojeści sprawiają, że obsługa urządzenia jest wyjątkowo łatwa i komfortowa. Uchwyt prowadzący o regulowanej wysokości umożliwia również wybór optymalnej pozycji roboczej dopasowanej do wzrostu użytkownika. Konstrukcja urządzenia jest składana co pozwala oszczędzać miejsce podczas przechowywania. Kosiarka posiada klucz bezpieczeństwa stanowiący dodatkowe zabezpieczenie przed nieumyślnym uruchomieniem, np. przez dzieci. W zestawie z urządzeniem bateria 18V, 5 Ah z szybką ładowarką.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-30|2022-10-30|1|https://static02.leroymerlin.pl/files/media/image/150/2555150/product/kosiarka-akumulatorowa-k-rcher-lmo-18-33-battery-set-18v-5ah-33cm,large.jpg|Zdjęcie pozycji|1|Użyteczne informacje:Przy koszeniu wysokiej trawy należy zmniejszyć prędkość z jaką urządzenie jest pchane.$Zakres wysokości koszenia ( w cm ):Od 3.5 do 7 cm$Ilość poziomów regulacji wysokości koszenia:4$Rodzaj wyrzutu:2 w 1 - tylny i mielenie trawy|1|new|0|0|0|0|0|||||0|0|0|0||1499
|1|Kosiarka akumulatorowa Kärcher LMO 18-36 Battery Set 18V 5Ah 36cm|Kosiarki akumulatorowe||1||1||||||||KARCHER|4054278546988|||0|39,8|104.2|130.9|15.3|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Dzięki niskiej wadze i wyjątkowej zwrotności, zasilana bateryjnie kosiarka LMO 18-36 Battery Set pozwala kosić bez wysiłku- nawet na trawnikach o skomplikowanym kształcie. Jej ostry stalowy nóż zapewnia schludnie przystrzyżony trawnik bez nierówności i poszarpanych krawędzi. Dzięki systemowi koszenia 2 w 1 trawa może być zbierana do kosza lub rozprowadzana po trawniku jako naturalny nawóz - w tym celu należy zastosować dołączony klin mulczujący. Wysokość koszenia może być regulowana na czterech poziomach. Urządzenie doskonale radzi sobie z precyzyjnym koszeniem wzdłuż krawędzi, ścian, i ogrodzeń – zapewniają to boczne grzebienie kierujące trawę do obszaru koszenia. Bardzo praktycznym rozwiązaniem jest również zastosowanie wskaźnika napełnienia kosza na trawę, który informuje kiedy należy go opróżnić. Wygodny uchwyt gąbkowy i zastosowane włączniki po obu stronach rękojeści sprawiają, że obsługa urządzenia jest wyjątkowo łatwa i komfortowa. Uchwyt prowadzący o regulowanej wysokości umożliwia również wybór optymalnej pozycji roboczej dopasowanej do wzrostu użytkownika. Konstrukcja urządzenia jest składana co pozwala oszczędzać miejsce podczas przechowywania. Kosiarka posiada klucz bezpieczeństwa stanowiący dodatkowe zabezpieczenie przed nieumyślnym uruchomieniem, np. przez dzieci.W zestawie z urządzeniem bateria 18V, 5 Ah z szybką ładowarką.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-30|2022-10-30|1|https://static02.leroymerlin.pl/files/media/image/149/2555149/product/kosiarka-akumulatorowa-k-rcher-lmo-18-36-battery-set-18v-5ah-36cm,large.jpg|Zdjęcie pozycji|1|Użyteczne informacje:Przy koszeniu wysokiej trawy należy zmniejszyć prędkość z jaką urządzenie jest pchane.$Zakres wysokości koszenia ( w cm ):Od 3 do 7 cm$Ilość poziomów regulacji wysokości koszenia:4$Rodzaj wyrzutu:2 w 1 - tylny i mielenie trawy|1|new|0|0|0|0|0|||||0|0|0|0||1999
|1|Kosiarka akumulatorowa Worx 40V + podkaszarka|Kosiarki akumulatorowe||1||1||||||||WORX|6924328316800|||0|48|100|126.7|13|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Kosiarka akumulatorowa Worx WG779E • 2 akumulatory 20 V zapewniają moc 40 V i wydajność silnika elektrycznego. • Funkcja cięcia przy krawędzi, zapewnia dokładnie koszenie krawędzi trawnika, a tym samym oszczędność czasu na przycinanie. • Technologia Intellicut™ zapewnia stałą moc cięcia nawet gęstej trawy. • W pełni składane uchwyty ułatwiają przechowywanie. • Uchwyt transportowy ułatwia przemieszczanie. • Akumulator Powershare jest wymienny z innymi narzędziami WORX 20 V • Idealna do trawników do 280 m2 Podkaszarka akumulatorowa Worx WG157E • Lekka i ergonomiczna konstrukcja • Prosty automatyczny system przesuwny • Wygodna rękojeść z dodatkowym uchwytem ułatwia użytkowanie. • Wydłużona obudowa zapewnia łatwość dotarcia do trudno dostępnych miejsc. • Składana osłona pomaga chronić ozdobne elementy trawnika.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-30|2022-10-30|1|https://static01.leroymerlin.pl/files/media/image/457/2756457/product/kosiarka-akumulatorowa-worx-40v-podkaszarka,large.jpg|Zdjęcie pozycji|1|Użyteczne informacje:Kosiarka WORX akumulatorowa WG779E z podkaszarką WG157E + 2 x akumulator 2.0 AH + ładowarka$Wyłącznik termiczny:Tak, chroni silnik przed przegrzaniem$Zakres wysokości koszenia ( w cm ):Od 2 do 7 cm$Rodzaj wyrzutu:Od strony frontowej|1|new|0|0|0|0|0|||||0|0|0|0||1188
|1|Kosiarka akumulatorowa Ryobi One+ RY18LMx37A-0 18V 37cm|Kosiarki akumulatorowe||1||1||||||||RYOBI|4892210182777|||0|40|120|130|11|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Bezszczotkowa kosiarka 18 V o szerokości koszenia 37 cm. Kompaktowy kształt ułatwia manewrowanie po ogrodzie. Silnik bezszczotkowy zapewnia szybki i efektywne koszenie. Wytrzymała 6-stopniowa regulacja wysokości koszenia między 25-70 mm. Funkcja EasyEdge™ pozwala kosić tuż przy krawędzi trawnika. Składane uchwyty oraz składany kosz na trawę ułatwiają przechowywanie urządzenia. Kosz na trawę o pojemności 45 litrów.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-30|2022-10-30|1|https://static01.leroymerlin.pl/files/media/image/517/2347517/product/kosiarka-akumulatorowa-ryobi-one-ry18lmx37a-0-18v-37cm,large.jpg|Zdjęcie pozycji|1|Wyłącznik termiczny:Tak, chroni silnik przed przegrzaniem$Zakres wysokości koszenia ( w cm ):Od 2.5 do 7 cm$Ilość poziomów regulacji wysokości koszenia:6$Rodzaj wyrzutu:2 w 1 - tylny i mielenie trawy$Funkcja mielenia:Tak, zaślepka w zestawie|1|new|0|0|0|0|0|||||0|0|0|0||1188
|1|Kosiarka akumulatorowa Makita Solo DLM382Z 2x18V 38cm|Kosiarki akumulatorowe||1||1||||||||MAKITA|0088381891172|||0|46,5|107.0|114.5|13.5|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Łatwe opróżnianie kosza na trawę. Centralna regulacja wysokości koszenia. Wskaźnik zapełnienia kosza. Koła na łożyskach kulkowych. Główny włącznik zasilania. Wymagane 2 akumulatory po 18 V.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-30|2022-10-30|1|https://static01.leroymerlin.pl/files/media/image/007/2193007/product/kosiarka-akumulatorowa-makita-solo-dlm382z-2x18v-38cm,large.jpg|Zdjęcie pozycji|1|Zakres wysokości koszenia ( w cm ):Od 2.5 do 7.5 cm$Ilość poziomów regulacji wysokości koszenia:13$Rekomendowana powierzchnia (w m²):540.0$Materiał wykonania obudowy:Polipropylen$Akumulator i ładowarka:Brak w zestawie$Regulacja wysokości cięcia:Centralny|1|new|0|0|0|0|0|||||0|0|0|0||988
