Identyfikator Produktu (ID)|Indeks produktu|Atrybut (Nazwa:Typ:Pozycja)*|Wartość (Wartość:Pozycja)*|Identyfikator dostawcy|Indeks|kod EAN13|Kod kreskowy UPC|MPN|Koszt własny|Wpływ na cenę|Podatek ekologiczny|Ilość|Minimalna ilość|Niski poziom produktów w magazynie|Wyślij do mnie e-mail, gdy ilość jest poniżej tego poziomu|Wpływ na wagę|Domyślny (0 = Nie, 1 = Tak)|Data dostępności kombinacji|Wybierz z pośród zdjęć produktów wg pozycji (1,2,3...)|Adresy URL zdjęcia (x,y,z...)|Tekst alternatywny dla zdjęć (x,y,z...)|ID / Nazwa sklepu|Zaawansowane zarządzanie magazynem|Zależny od stanu magazynowego|Magazyn
1||Gwarancja:select:0|1:0|||||||0|0||1||0|0|1||1|||0|0|0|0
1||Gwarancja:select:0|2:0|||||||399.8|0||1||0|0|0||1|||0|0|0|0
1||Gwarancja:select:0|3:0|||||||699.65|0||1||0|0|0||1|||0|0|0|0
3||Gwarancja:select:0|1:0|||||||0|0||1||0|0|1||1|||0|0|0|0
3||Gwarancja:select:0|2:0|||||||155.8|0||1||0|0|0||1|||0|0|0|0
3||Gwarancja:select:0|3:0|||||||272.65|0||1||0|0|0||1|||0|0|0|0
5||Gwarancja:select:0|1:0|||||||0|0||1||0|0|1||1|||0|0|0|0
5||Gwarancja:select:0|2:0|||||||89.80000000000001|0||1||0|0|0||1|||0|0|0|0
5||Gwarancja:select:0|3:0|||||||157.14999999999998|0||1||0|0|0||1|||0|0|0|0
7||Gwarancja:select:0|1:0|||||||0|0||1||0|0|1||1|||0|0|0|0
7||Gwarancja:select:0|2:0|||||||139.8|0||1||0|0|0||1|||0|0|0|0
7||Gwarancja:select:0|3:0|||||||244.64999999999998|0||1||0|0|0||1|||0|0|0|0
9||Gwarancja:select:0|1:0|||||||0|0||1||0|0|1||1|||0|0|0|0
9||Gwarancja:select:0|2:0|||||||143.6|0||1||0|0|0||1|||0|0|0|0
9||Gwarancja:select:0|3:0|||||||251.29999999999998|0||1||0|0|0||1|||0|0|0|0
11||Gwarancja:select:0|1:0|||||||0|0||1||0|0|1||1|||0|0|0|0
11||Gwarancja:select:0|2:0|||||||299.8|0||1||0|0|0||1|||0|0|0|0
11||Gwarancja:select:0|3:0|||||||524.65|0||1||0|0|0||1|||0|0|0|0
13||Gwarancja:select:0|1:0|||||||0|0||1||0|0|1||1|||0|0|0|0
13||Gwarancja:select:0|2:0|||||||399.8|0||1||0|0|0||1|||0|0|0|0
13||Gwarancja:select:0|3:0|||||||699.65|0||1||0|0|0||1|||0|0|0|0
15||Gwarancja:select:0|1:0|||||||0|0||1||0|0|1||1|||0|0|0|0
15||Gwarancja:select:0|2:0|||||||237.60000000000002|0||1||0|0|0||1|||0|0|0|0
15||Gwarancja:select:0|3:0|||||||415.79999999999995|0||1||0|0|0||1|||0|0|0|0
17||Gwarancja:select:0|1:0|||||||0|0||1||0|0|1||1|||0|0|0|0
17||Gwarancja:select:0|2:0|||||||237.60000000000002|0||1||0|0|0||1|||0|0|0|0
17||Gwarancja:select:0|3:0|||||||415.79999999999995|0||1||0|0|0||1|||0|0|0|0
19||Gwarancja:select:0|1:0|||||||0|0||1||0|0|1||1|||0|0|0|0
19||Gwarancja:select:0|2:0|||||||197.60000000000002|0||1||0|0|0||1|||0|0|0|0
19||Gwarancja:select:0|3:0|||||||345.79999999999995|0||1||0|0|0||1|||0|0|0|0
21||Gwarancja:select:0|1:0|||||||0|0||1||0|0|1||1|||0|0|0|0
21||Gwarancja:select:0|2:0|||||||137.6|0||1||0|0|0||1|||0|0|0|0
21||Gwarancja:select:0|3:0|||||||240.79999999999998|0||1||0|0|0||1|||0|0|0|0
23||Gwarancja:select:0|1:0|||||||0|0||1||0|0|1||1|||0|0|0|0
23||Gwarancja:select:0|2:0|||||||129.8|0||1||0|0|0||1|||0|0|0|0
23||Gwarancja:select:0|3:0|||||||227.14999999999998|0||1||0|0|0||1|||0|0|0|0
25||Gwarancja:select:0|1:0|||||||0|0||1||0|0|1||1|||0|0|0|0
25||Gwarancja:select:0|2:0|||||||79.80000000000001|0||1||0|0|0||1|||0|0|0|0
25||Gwarancja:select:0|3:0|||||||139.64999999999998|0||1||0|0|0||1|||0|0|0|0
27||Gwarancja:select:0|1:0|||||||0|0||1||0|0|1||1|||0|0|0|0
27||Gwarancja:select:0|2:0|||||||79.80000000000001|0||1||0|0|0||1|||0|0|0|0
27||Gwarancja:select:0|3:0|||||||139.64999999999998|0||1||0|0|0||1|||0|0|0|0
29||Gwarancja:select:0|1:0|||||||0|0||1||0|0|1||1|||0|0|0|0
29||Gwarancja:select:0|2:0|||||||99.80000000000001|0||1||0|0|0||1|||0|0|0|0
29||Gwarancja:select:0|3:0|||||||174.64999999999998|0||1||0|0|0||1|||0|0|0|0
31||Gwarancja:select:0|1:0|||||||0|0||1||0|0|1||1|||0|0|0|0
31||Gwarancja:select:0|2:0|||||||49.800000000000004|0||1||0|0|0||1|||0|0|0|0
